Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,88.519997,89.199997,87.230003,88.629997,85.246925,5956400
2016-02-02,87.680000,87.739998,85.370003,85.930000,82.649986,7096900
2016-02-03,86.559998,86.760002,84.459999,86.470001,83.169380,5253600
2016-02-04,86.239998,86.870003,85.739998,86.330002,83.034744,4490600
2016-02-05,86.040001,86.320000,82.180000,82.760002,79.600998,8474000
2016-02-08,81.440002,81.739998,79.870003,80.650002,77.571541,9213800
2016-02-09,78.870003,83.230003,78.519997,81.970001,78.841148,7802700
2016-02-10,83.059998,84.839996,82.930000,83.309998,80.130005,4858900
2016-02-11,80.150002,82.790001,79.980003,82.110001,78.975815,6285400
2016-02-12,83.620003,85.269997,83.309998,84.889999,81.649689,5213300
2016-02-16,86.120003,86.589996,85.360001,86.180000,82.890434,4908000
2016-02-17,86.930000,87.599998,86.589996,87.209999,83.881134,4143400
2016-02-18,86.580002,87.449997,85.830002,86.040001,82.755798,3551500
2016-02-19,85.650002,86.860001,85.220001,86.790001,83.477180,3490500
2016-02-22,86.790001,88.230003,86.790001,87.820000,84.467850,3010800
2016-02-23,87.260002,87.849998,85.930000,86.209999,82.919304,4236900
2016-02-24,85.139999,86.760002,84.589996,86.419998,83.121284,3361300
2016-02-25,86.550003,87.430000,85.519997,87.419998,84.083122,3280500
2016-02-26,88.110001,88.589996,87.489998,87.570000,84.227394,3294900
2016-02-29,87.300003,88.830002,86.900002,86.919998,83.602203,4302900
2016-03-01,87.769997,90.129997,87.720001,90.099998,86.660797,4967500
2016-03-02,89.760002,90.089996,88.989998,89.889999,86.458839,3898300
2016-03-03,89.730003,90.139999,88.919998,89.739998,86.314560,4202500
2016-03-04,90.000000,90.559998,89.500000,90.050003,86.612740,3181300
2016-03-07,89.690002,89.750000,87.440002,88.300003,84.929535,4939800
2016-03-08,87.459999,87.760002,86.809998,86.849998,83.534859,4251700
2016-03-09,87.209999,87.599998,86.699997,87.180000,83.852280,3477800
2016-03-10,87.660004,88.199997,85.930000,86.889999,83.573341,3239100
2016-03-11,87.910004,89.160004,87.779999,88.580002,85.198830,4003200
2016-03-14,88.529999,89.129997,88.019997,88.870003,85.477753,4407400
2016-03-15,88.360001,89.699997,88.199997,89.360001,85.949051,4468800
2016-03-16,89.220001,90.320000,89.019997,90.010002,86.574257,3005000
2016-03-17,89.919998,91.660004,89.660004,91.410004,87.920822,4568900
2016-03-18,92.010002,92.440002,91.449997,92.309998,88.786461,5972900
2016-03-21,91.860001,92.629997,91.559998,92.349998,88.824936,3176900
2016-03-22,91.680000,92.209999,91.540001,91.760002,88.257439,3541300
2016-03-23,91.879997,92.650002,91.639999,92.129997,88.613342,2816100
2016-03-24,91.300003,91.970001,91.300003,91.910004,88.401711,2618700
2016-03-28,92.180000,92.300003,91.180000,91.239998,87.757301,2304300
2016-03-29,91.220001,93.040001,91.099998,92.779999,89.238533,3326300
2016-03-30,93.550003,94.169998,93.300003,93.809998,90.229202,3477900
2016-03-31,93.680000,94.940002,93.519997,94.500000,90.892860,5647100
2016-04-01,93.650002,96.110001,93.500000,95.870003,92.210564,5276900
2016-04-04,96.010002,96.099998,94.459999,95.050003,91.421867,4449900
2016-04-05,94.099998,95.410004,93.889999,94.349998,90.748589,5378300
2016-04-06,94.199997,94.839996,93.839996,94.750000,91.317223,3334200
2016-04-07,94.169998,94.260002,93.040001,93.510002,90.122139,3046500
